지금, 만나러 갑니다
8,평점 8.0 따뜻한 이야기.
10,정말 최고입니다.... 아련한 무언가가 아직도 가슴에 남아있어요...
9,네티즌 평점이 높은 영화여서 보게되었네요. 애틋한 사랑이야기...감동입니다.
10,일본 멜로 영화의 최고 걸작 이네요!! 감동 밀려옵니다!!
10,멜로영화의 극치군..
10,유코의 결심이 너무도 아름답게만 보였다...
10,여친이랑 DVD방에서 봤는데 여친은자고 난울었다 ㅠㅠ
10,신기하고도 기인한 이야기 시간이 가는지 모르게 봤어여~~ ^^
10,처음이자 마지막으로 평점을 남긴다..길가며 PMP로 보다가 한동안 움직일 수 없었다..
10,가슴이따뜻해지는영화 너무 감동적이에요
10,내 생에 최고의 영화중 하나!
10,지금, 만나러 갑니다... 너무 슬퍼요ㅠㅠ 특히 막판 반전하구 유코 쩔었어요
10,역시 일본영화네요 ㅜ
10,정말 좋은영화,,, 아직도 가슴이 뭉클뭉클하네요ㅎ 애인생기면 꼭 같이 보고싶네요~
10,너무 슬펐어요,,ㅜㅜ
10,진짜 재밌게 봤어요...
7,멜로 영화도 괜찮다고 생각되게 해준 영화
10,눈물하나 안흘리고는 절대 못보는 영화같아요 감동적입니다.
10,최고 ㅠㅠ
10,아름다움 그 이상의 영화..평온하다..
10,눈물없인 못 보는 영화
10,온가족이 모두 흐뭇하게 그리고 가슴아프게 감상했네요 ~
10,눈물하나 안흘리고는 절대 못보는 영화같아요 감동적입니다.
10,내생의 최고의 영화ㅜ 눈물나네요ㅜㅜ
10,안보면 정말.. 후회했을듯..ㅠㅠ별이 5개로 부족한데 어쩌조..ㅠㅠㅠ
10,감동, 잊을수 없는 영화
10,진짜 최고입니다 정말 최고의영화 강추!!!
10,제가 살면서 감동적이었던 영화에서 다섯손가락에 꼽을정도로 감동적이네요
8,끝까지보고말해라제발.솔직히 끝나기30분전이 반전짱이다 그전까지는 잔잔한영화..
9,재밌네
7,베스트포지션 막말쩔 ㅋㅋㅋ 분위기 잡는데
1,지루함........ 평점이렇게 높은건 사기다...
10,좋아좋아
7,이 영화와 같은 운명적인 사랑이 내게도 있을까 ㅎㅎ;
10,정말로 .. 내가 영화보면서 이렇게 눈물 흘릴 줄은 몰랐다
10,제가 가장 좋아하는 영화 입니다 ㅜㅜ
7,아아.. 앞쪽 그래.. 좋았는데 뒤에 뭔.. 9년앞을 내다보라니 뭐라니.. 그게 망치네;
10,여운이 남아서 가끔씩 돌아보기도하는 영화
10,여배우 이쁘다 ㅋㅋ
10,일본영화의 순수함이 고스란히 담겨있는 대표적인 영화. 정말 질질짜면서 봤다ㅠㅠ
9,시공간 이동이란 판타지 영화의 결말 뒤집기가 빠졌는데도 멜로 하나로 완성된 작품
1,무쟈게 돈아까운 영화!! 왜이게 9.2냐 어림도없다
10,기대안해서 더 크나큰 감동을 줬던 영화ㅠ.ㅠ 통곡했습니다
10,정말 최고에요 ^^
7,일본영화는 섬세하지만.. 너무 느슨해서 집중이 안된다.. 기대이하.
10,최고!!!!1
10,대박!!!!!
10,대박.. 지금까지 본 연인 영화중에 제일 감동.
10,간만에 눈물 질질짜는 영화 ㅋ
6,감상평이 너무 좋아서 봤는데 솔직히 좀 실망했다;;;
10,아대박ㅠㅠ 책으로보고또봣는데진짜최고
10,이런 사랑해봣으면 ㅋㅋ
10,으아... 간만에 심금을 울리는 영화!!!
10,무뚝뚝한사람을 눈물흘리게 만든 영화 ㅠㅠ
6,참신하고잔잔한내용.특히꼬맹이유우지의연기가돋보임.배우인건비를제외하면저예산영화
10,헤어짐이예정되있어서조금슬프구나생각했는데다이어리읽는부분은참을수가없었음 ㅠㅠ
10,감동..
10,진짜 펑펑 울었던 영화는 처음입니다 정말 감동적이더군요 ㅠ_ㅠ!!!!!
10,인생최고의 영화다. 취향차이? OO라지
10,눈물샘 자극하는 영화...
10,최고의 걸작품 No.1
10,울었다.. 이거면 끝났지 뭐..
10,멋지네요ㅎ
10,그냥 별 말 덧붙일 필요없이 내 인생최고의 영화다 ..이말한마디면 그냥 끝이지 ㅎㅎ
10,10점 만점에 10점~
10,책으로도 봣엇고 영화로도 봣는데 역시 잼네요 ㅎ
10,완전 최고다
10,이건 솔직히 최고다 ..
10,말할수없는비밀vs지금만나러갑니다 승자는?!
10,이런게 최고다
10,내가 본 영화 중에 가장 슬펐음. 거의 통곡 수준으로 울었던 듯.
10,굿굿굿
10,감동굳 ,, 맑은영화
10,꼭보세요 정말 감동적이에요 ㅠㅠ
10,남편이 말하는 사랑과 아내가 기억하는 사랑이 더해져서 큰 감동을 만든다
10,로멘스를 별로 좋아하진않지만 이영화는 예외. 순수하고 아름다움을 담은 영화
10,눈물이 펑펑
10,순수하고 아름다운...
10,진짜 대박감 완전 순수하고 맑은영화
10,눈물빼면서.. 보앗어요. 웃음이 픽~하고 나는장면도 있구요. 정말 좋은영화같네요^^
10,굉장히 우울한 영화인줄알고있었는데 이제서야 보고나니 굉장히 아름다운 영화네요.
1,보다 잠들었음 쥐쥐
10,시간을달리는소녀,말할수없는비밀보다 먼저나왔네 원조네 평점10점당연히
10,지금껏 본 영화중에 최고의 영화.. 가슴 찡하다
10,살면서 수많은 영화를 봐 왔습니다.. 처음으로 영화를보며 눈물을 흘려보네요..
10,이렇게 여운이 길게남은 영화는 이 영화가 처음이다
9,배우들의 연기가 훌륭했다 특히 타케우치 유코
10,감동과 여운이 있는 영화군. 시공을 초월하는 내용이 의외였지만 좋은영화였어.
10,평점 10점으로는 모자람 저 10번 봤음
10,진짜 너무 진짜 슬펐다..
10,볼때마다 새로운 감동을 느끼는 영화..10점 만점에 10점
10,감동과 여운이 함께... 끝까지 남기네....
10,영화다운영화봤다..
10,정말 많이 울었던 영화...
10,슬픈영화 좋아해서 많이 찾아보는데 최고네요 정말
10,아 밑에 7점 뭐지? 이건 완전 강추잖아
10,최고의 멜로영화
10,정말 감동적이네요
10,진짜 최고!!
10,정말 남자가 보기에 민망할정도로 눈물을 빼놓네..
10,일본영화 특유의 감수성의 절정 9점 + OST 1점
10,멜로의 최고중 하나 감동적이고 반전도 좋음
10,제가본멜로중에..감히최고라고말할수있는....최고엿습니다
10,아름다운 영상과 마음을 울리는 음악. 이런 영화는 정말 내 생애 첨이였다.
10,평점이 왜 높은지 알겠네
10,진짜 슬프고 아름다운영화인거같아요
1,수작임에는 틀림없으나 거품낀 평점으로 진정한 명작을 가리는 건 용납못하겠다
10,머리속에서 짜꾸 아른거림...
10,시간이 지나도 잊혀지지않는다. 여운이 왜이렇게 긴건지... 자꾸 생각할수록 슬픈영화
10,보고 또 봐도 질리지가 않고.. 그 감동의 여운은 계속된다..
10,내 생애 가장 아름다운 영화
10,감동적이네요
10,감동~~~
10,진짜 딴 거할 때도 계속 생각난다 미치겠다 본영화중에 최고다
10,최고.......
10,best of best...  평점 10이 마땅하다. 감동적이다.
10,오랫만에 봤는데 내용을 다 알고 있으면서도 행복해졌다
10,눈물이 저절로..그냥 너무나 아름다운 영화.....
10,너무 슬펐음 ㅠㅠㅠ
10,최고의 영화입니다
10,정말 잔잔하고 영화가 이뻐요 ^^
10,오랜만에 울게 만든 영화다. 너무 감동적이다.ㅠ
10,최고 재미없다고 하신 분들은 이해력이 딸리는 바보들
10,최고..
10,이영화 재미 없다는 분들은 후레쉬맨 이나 울트라맨 보세요 걍~
10,매우 감동적이다
10,이영화 보고 이해못하는사람들도 잇는데 그사람들버리고 진짜 최고 멜로영화!!!
1,망작이다 현실을 직시해라 !!
10,최고에요ㅠㅠ 이영화진짜대박
10,내가본 일본 영화중에서 제일 감동적이게 봤던 영화..ㅋㅋ
10,대단합니다..
10,밤에 펑펑 울었다 ㅜㅜㅜㅜㅜㅜ 이런영화 좋은데 너무 슬퍼
1,어떻게 이런영화가 평점이 이리높지?? 내생에 최악의영화였는데...
9,현실성은 안드로메다지만 가슴이 찡한게 눈을 못 떼게 하네요.
10,눈물이 아깝지 않았다
10,최고라는 말밖에 나오지 않아요
10,이영화 나에겐 아직도 가슴이 따뜻해진다...
8,볼만하네요..비교하는게 좀웃기지만 저는 말할수없느비밀이 더 감동적인듯
10,동화같은 내용임~
9,마음이 따뜻해 진다... 누군가 한 번쯤 꿈꾸는 순애보적인 사랑과 환상..
10,나에게 로그인을 두번째로 하게해준 최고의영화 정말 재밌었다
10,나참 이거 보고 질질짤 정도 까진 아니였지만 정말 가슴 찡하게 해주는 영화다.
10,내생의 최고의 멜로.
10,정말 감동적인 영화인 것 같습니다. 최근에 본 영화중 최고입니다.
9,나쁘지 않다~
10,진짜 마지막에는 나도 모르게 눈물이 났다
8,왜 비의계절이 끝나면 가야하는지 이해를못했다...여튼감동적인건같다
10,몇번을 봐도 참, 아름다운 영화
10,와난살다살다이렇게이쁜영화처음이라고용&gt&lt아우눈물마구마구흘러넘침
10,진짜 원래 이런거 안좋아하는데 정말 가슴찡한감동이 정말 재미있게봤습니다..  강추
10,정말아름다운 사랑입니다. 멜로영화중엔 최고인것 같습니다.
10,이보다더아름다운사랑그리고영화는없다!
10,최고의 영화 감성을 살려주는 영화
1,결말이 좀....
10,진짜..말이필요없는영화 그자체입니다.. 우선 빨리 보세요!
10,말이필요없는영화
10,정말 재밋게 봣어요~!
10,사랑하는사람과 함께 있는다는게 얼마나 행복한건지 깨닿게 해주는 영화
10,잔잔한 감동...행복.....예상치못한 반전
10,내생에 최고의 영화 !!!!!!
10,아직 보지 않으신분들이 있으시다면 꼭보시길바래요 ㅎㅎ후회안하실겁니다
10,정말 대박....
10,정말 마음 따스해지는 영화네요..... ^^
10,지금 본영화중 이렇게 눈물 흘린 영화가 없었다
10,아름다운영화..수많은멜로물들과 다른느낌?
10,이영화때문에 평점 처음 줘 줍니다. 한번 봐 보세요. 사랑하는이랑. 꼭다시보고픈영화
10,음악을 듣고있어도 눈물이나고 보고만있어도 눈물이난다
10,별 10개 정말 안 아깝군요..재밌게 봤습니다..
10,정말..너무슬펏어요 ㅠㅠ처음부터끝까지
10,미치도록 슬프다 ㅜ 태어나서 영화보며 처음울어봤다...
1,성원+세상의중심에서 사랑을외치다+편지+시월애
1,졸려 마지막만 재밌어 미래로점프~
10,진짜 최고에요~ㅠㅠ
10,최고다;;
10,이런영화 한번 더 나왔으면 좋겠다~~
10,헤드셋끼고보는데 엄마와아줌마의 수다때문에 눈물한방울안나왓다 ㅠㅠ
10,잘봣다 ㅋ
10,진짜 지금까지 살면서 이렇게 따뜻한 영화는 처음이네요..
10,오랜만에 눈물 글썽인 영화입니다
10,최고!
10,유치한 사랑영화가운데 새롭게 바꿔준영화. 다시한번 사랑하고 싶게 해준다.
8,좀 지루하지만 좋앗다..
10,졸 재미있던데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
9,해바라기만 보아도 눈물날것 같았던 영화, 감동이네 ㅜㅜ
9,감동적이었어요 .......... 많이 슬펐어요 ㅜㅜ
8,훈훈하고 괜찮은 감동 동심대신 사랑을 담은 동화
10,타임머신영화는 다재밌어
10,이렇게 감명깊게 본 영화는 처음 인듯... 정말 가슴깊은 사랑을 느꼇습니다..
5,소설의 묘미를 살리지 못했으므로. 중요한 장면도 12세 맞추는것때문인지 다 자름
10,진짜감동 ㅠㅠ
10,감동입니다.~
9,감동영화이긴 한데 마지막 결말부분이 좀 난해했다
10,눈물 질질짜면서 봤다..
10,감동적입니다~!^^
10,진짜재밌다 질질짰음
10,일본영화안좋아하는데 이건 다르다. 최고의 영화 중 하나다.
10,단 한사람만을 사랑하기위한 운명이라, 식상한발상이지만 감동은 어쩔수없었음ㅋ
10,최고였다.
10,지루하다는넘뭐냐ㅋㅋㅋㅋㅋ최고..
10,[감정 없는 사람도 울리는 영화]아주 감동적 이었습니다.
10,비현실적인거 싫어하는분 아니면 다 좋아할듯
10,솔직히 최고자나 나 이거보면서 휴지5장겹친거 다젖었어 ㅡㅡ;
10,최고
1,지루함
9,영화는정말 감동적이였으나 저 두배우 실제로 이혼했다는소실듣고 솔직히 확꺴다;;
1,비현실적.
10,지금 감동받고 갑니다.
10,미오가 알고서 사랑했다는건 조금 걸리지만 너무 따뜻한 영화다
10,유코 예쁘다...
10,자다가도 다시 생각나는 영화
10,날 로그인하게 만든영화
9,눈물은안났지만가슴을훈훈하게만들어준그런영화.
6,그냥 ......일본영화는 역시 시간인가 ?  그냥 그랬다 .
8,재미있는영화네요....마지막 최고 그런데 역시 영화
6,그닥눈물은안나씀 그냥 훈훈해씀
10,처음으로 영화를 보다가 울게 만든 최초의 영화 .. 완전감동 ㅜㅜ
10,정말 재밌어서 추천해주고 싶은 영화입니다!!
10,정말 반전 재밌는 영화입니다!!
6,원작과 리메이크 영화가 보여주는 상부상조의 일례.
10,너무 슬프다..ㅠ.ㅠ
10,그저 쩐다는 소리밖에...
10,엄청 슬플 줄 알고 본 영환데 울진 않았다.. 그래도 가슴찡하게 본 영화...
10,눈물날정도로..감동적인영화^^
10,잔잔한 슬픔을 주는 영화.
10,일본 애들 무섭다. 이렇게까지 영화를 잘 만들어 내다니. 일본에 대한 인식마저 바뀜.
1,이상하다..난 왜 소년천국에가다가 훨씬 슬프지?;;;평점에 낚였다;
10,진짜 이영화가 명작
2,별로 잘 모르겠다.... 역시 나랑 코드가 안 맞다
10,진짜 펑펑 운 영화... 그저 아름답다는 생각뿐 강추!!!!
10,좋아요
10,볼지말지 고민하며 이 리뷰를 보고 있다면 꼭 보라고 추천
10,오랜만에울었네
10,처음러브래터를봤을때느낌잔잔한 bmg와 아름다운 영상 탄탄한스토리 멜로중최고같네요
6,아나.. 남자연기 외래못하냐.. 화날려하는데
10,말할수 없는 비밀을 능가하는 여운과 약간의 지루함도 없는 훌륭한 영화네여 ㅋ
10,정말 감동적이고 여운이남는영화 지루하는듯하면서도 재밋는영화
10,이 영화 보고 눈물은 안흘렸지만 슬프고 ost도 좋고 내용 짜임이 좋네요 ㅎㅎ
10,영상이너무예뻤어요 모든배우들두요^^, 정말 행복해지는 영화입니다.
10,17년을 살아오면서 이런 영화를 안본게 후회스러웟어요
10,장마가 끝난 순간부터 내 눈은 장마가 시작되었다.
10,눈물이나네요...
10,감동이다 감동... 영화다운 영화입니다.
10,재밌다 마지막 반전까지;;;
10,잔잔한 감동 추천하고싶다...
10,말할수 없는 비밀이랑 비슷한 느낌이었는데 정말 잘 만든것 같아요~슬펐어요ㅜㅜ
10,이만한 영화가 없다
10,진짜진짜 최고~
10,몇번을봐도좋아요
9,공포로 시작해서 SF로 끝나는 영화...
10,최고의 영화라 할수있을꺼 같네요~ 너무 좋아요~
10,현실성은 없지만 미친듯이 슬펐음ㅠ
9,마지막이 오기전까진 평범한 멜로물로 끝나는줄알았는데 아 마지막엔 정말 놀랬다..
10,감동 ㅠ ㅠ 재밌게봣습니다
10,로그인하게 만드는 영화
6,잔잔한 영화...
10,정말오랜만에느껴보는감동이었다
10,나의 눈에서 눈물이 흐르네요 /..
10,아름다운영화^^
10,28년간 살아오며 본 몇안되는 감동의 영화 저런  사랑 하고싶다
10,내 인생 최고의 영화......
10,다른말 다필요없어요! 여자는 위대합니다...(전남자)
10,아 남자를 울리는 영화
10,오랜만에 이쁜영화 봤네요
10,여운이..
10,더이상 말이필요없는영화
10,아직도 감동과 여운이 남아있는 최고의 멜로영화,, 아나 유코같은여자없나
6,아무생각없이봣다 ㅡㅡ 너무 기대한탓일까 ,, 볼만은햇다 ㅠ
10,최고
10,처음엔 엮였다고 생각했다. 하지만 마지막 10여분 눈물을 멈출수 없었다.
10,가슴에 사무치는 감동. 사랑을 해본사람이라면 절대 울지 않을 수 없는 영화.
10,완벽한영화입니다. 혼자보고있으면 눈물흘림.
10,주연들의 캐릭터 소화능력. 감히 최고다.. 멋진영화
10,조제와,호랑이 그리고 물고기들 이후로 내가 본 최고의 일본영화..감동백배...!!
10,완전한 영화......... 감동......
10,말이 필요없다 오랫동안 내 가슴속에 묻혀질거 같다
10,최고의 감동...내 인생 최고의 영화다.
10,최고 !!!
10,남자인데 울고야 말았다.......
10,훌륭한 스토리 구성, 빼어난 배우들의 연기 그리고 감동까지 주는 보기드문 영화..
10,저는 지금 가만히 생각만해도 눈물이흘릴것만 같아요
8,지루한부분도잇엇지만 감동은최고다.마음에와닿은영화
10,울기만한영화..
8,오랜만에 가슴따뜻해지는 영화였음.마지막 억지스러운 반전만 없었다면 더 좋았을걸.
8,아름다운사랑이야기....기대를너무했나ㅠ10점은못주겠음
10,재밋구먼 짱많이울었다 난 이거보면서 최고 그냥 최고임이거
10,이걸 왜 이제서야 봤는지 후회막심... 정말 감동쩔어요 &gtㅇ&lt
10,열아홉 내 인생중 최고의 영화
10,영화 정말재미있게봤습니다 제밑으로 5번쨰는 그냥욕먹고싶은가보네요
10,그냥 최고
10,최고..
10,아름다운영화 최고...
1,우와보는내내 짱재미없다 보지마 그냥
10,내생애의 최고의 영화
10,쩜니다
10,더 이상 말이 필요 없죠, 남자분들이라면 거의 모두가 감동받을 영화.
10,최고네요..ㅜㅜ여배우 넘이뻐요
10,순수한사랑이야기 .... 못잊을꺼같아영
10,여름 때쯤이면 한번씩 더 보게 되는 영화.. 정말 최고입니다 *_*
10,아름다운영화..
10,감동적이고 잼있어요,,잔잔하고,,,
9,내용은 비현실적이지만 잘만들고 재밌엇음.
10,와정말이런사랑하고싶다라는 느낌.. 영화보면서 처음으로 눈물흘릴뻔했네요
6,어떻게 이영화가 9.19라는거지.. 다만널사랑하고있어나 태양의노래가 더슬프다
10,최고 !!!!!!ㄱㄱㄱㄱ
1,너무 비현실적...이라는 지루한면도 잇구요
1,그닥 내용이... 와닿지 않앗어요
8,전문가말이 맞았다.. 쿨하지도않고 그렇게 슬프지도 않았습니다 별4개짜리 감동
10,이미정해져있었던슬픈인연...말할수없는비밀을보고로맨스영화찾다본영화인데최고!^^＊
10,여전히 평점이 높군요. 감동있게 잘 봤어요
10,아정말 감동했어요 ㅠㅠㅠㅠㅠ
10,보면볼수록 슬픈영화
10,감동적이었습니다.
10,저 역시 영화평 안하지만,,, 너무 감동적이여서!!! 간만에 좋은 영화 봤네요,,,,^^
10,그냥 쩌는영화
10,진짜 감동적인 영화예요..... 원래 영화평 안하는데 처음합니다! 정말 좋은영화^^♥
9,나름 볼만한 영화^^
10,정말 좋은 영화 같아요 보면서 눈물 흘렸었요 ㅠㅠ
10,오랜만에 정말 괜찮은 영화 봤써효 .. 정말 여운이 쥑입니다 ~~
10,최고의영화
10,여친하구 같이보세요...ㅎ 결혼하셧으면 아쉬운대로 부인이랑;;;
10,내가 여태 본영화중에 가장 예쁘고 맑은 최고의 영화
10,진짜 슬프고 감동적인 영화... 울고싶으면 이 영화를 보세요..
10,말이 필요없죠 ㅎㅎ
1,에라이... 그냥 짜증난다.
10,눈물콧물 휴지가 쌓여가고
10,정말 잼 있어요~
10,영화가 끝나고 시간이 지날수록 더 커지는 감동
10,대박
10,정말 감동 ㅠㅠ
10,진짜 슬픔이 몰려오는 영화..
10,대..대박..
10,말할수없는 비밀다음으로 강츄
10,앞으로 이보다 완벽한 영화는 나오지않을거같다
10,감동적인영화.
9,찡하다 ㅠㅠㅠㅠㅠㅠ
9,내용은 조금 억지지만 감동있는영화..
10,절대적인 감동
10,평점 믿고 보길 잘한듯.. 넘 감동적이고 끝부분 넘 슬퍼서 눈물이 왈칵 하더라구요..
10,아름답다 하나같이 사랑스러운 등장인물들 하다못해 음악까지도 너무나 아름다웠다
10,너무 슬프다
10,감동임..................................
10,정말 집중해서 봤네요... 아름답습니다.
10,정말잊을수없다..... 볼려고 망설이시는분 바로보십시요.. 아비만오면 생각나는영화
10,いま, 會いにゆきます 정말 아름다운 이야기.. 따뜻함이 느껴지네요!
10,아름다운 영화네요 ㅎㅎ슬프구요ㅠㅠ
1,재미없당
10,아 존나 울엌ㅅ다. 진짜 마지막부분
10,2번 봤는데두 눈물이 남는걸 참앗다
10,정말최고입니다!
10,말이 필요없다 멜로영화를 좋아하지않는 사람도 좋아지게 할수있는 힘이있다 추천한다
10,최고엿다......ㄷㄷ
10,일본에서이런영화찾기힘들듯ㅠ.ㅠ아보기전엔기대도안했는데....계속울었음ㅠㅠ
10,엄청슬픔ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ
10,꼭 봐야할 영화!!ㅠㅠ
10,진짜 잼있어요 꼭봐야함
10,굳~
10,완죤 재밌네요. 눈물 쏙 뺐습니다ㅠㅠ부인의 사랑과 어머니의 사랑을 느낄수 있는..
10,비가오는 시기인 요즘... 흠뻑 빠져서 몇번씩 봤습니다. 좀처럼 헤어나올 수가 없네요
10,슬프지만 아름다운 영화
10,마지막에뛰어오는장면에서..ㅠㅠ결국눈물...ㅠㅠㅠㅠ
10,이렇게 사랑이 아름다울수가..!! 감동이에요 ㅠㅠ유코넘이뻐ㅠㅠㅠㅠ
10,내가 봤던 영화중 최고의 감동이였다
10,남자인데도 울었던 영화
10,마지막에 울어버렸어요 ㅠ 기억에 남을 영화 !
10,너무 재밌게봤던 영화~ ㅋ
10,별 1000000000000000000000000000000000000000000000000000000000000000000개
10,유우지의 눈망울에 풍덩빠지고 싶었습니다.
6,평점이 많이 과하네요.. 좋은 영화지만 그정도 까지는 아니었습니다.
3,난 일본영화 별루더라.. 지루해.. 졸려
10,비의계절,베스트포지션.
10,찡하다 .. ㅎㅎ ;;
10,우기기대왕..일본인..머리에나왔다는게..대단할정도로감성적이고..아려왔던best...
10,영원히 변하지 않을 나의 best movie..
10,감동적이고 훈훈한 영화,,,마음이 평화로워지는것같다
10,말할수없는비밀보다 훨씬 잼당
10,일본 멜로만의 참신한 스토리 그리고 마지막의 감동.좋았습니다.
10,정말 너무너무 이쁜 영화... 아..너무 예뻐요...
10,미오같은 여자와 결혼하고싶네요 ㅋㅋㅋ
9,가슴이 아려오는 그런 영화네요...
10,책과는 또 다른 감동...ㅠ.ㅠ; 평생에 단 한번이라도 해보고 싶은 사랑...
8,비의 계절...
10,꿈에서도 보고싶은 또 하나의 영화추억!
10,저런 사랑을 하고 싶지만,너무나 가슴아플것 같아..어쩌지?
10,good
8,누군가에게 사랑을 줄 수 있다는 사실 자체만으로 행복하다.
10,장마철이 기다려지게 되는 영화
10,이영화를보면서사랑을알게되었습니다,,,하지만,넘슬프네요ㅠㅠ
9,영상미에 녹아 든다.
10,제가 본 이런류의 영화중 최고인듯!!수차례 보았는데도 볼때마다 좋았어요.연기도 굿
10,일본영화중에 최고인듯
10,걍 보삼..그냥 보라구요..ㅋ
8,좀더 감성을 자극하는 주인공들의 연기가 필요할 듯. 하지만 대단히 감명깊게 봄
7,평점이 너무 과하다.
10,너무 감동적이예요!!로맨스 중에 이렇게 감동적인것을 본적이없어요!!!
9,아름답다ㅋ
10,짱
10,슬프다
10,쵝55555555
10,몇번을 봐도 질리지 않은 명작
10,감동적이다
10,영화 보고 목이 메인다.. 정말
10,연인이 생긴다면 꼭 같이보고싶어요...늦게본걸 후회하고 있음 ㅠ
10,아름다운 사랑입니다.
10,재미있습니다. 꼭 여자친구와 봐야할 영화, 결혼했으면 아쉬운데로 집사람하고..
10,어떻게 이런 사랑을 할 수 있을까.. 처음부터 끝까지 두 사람의 사랑은 변함이 없었다
10,오랜만에 개념영화
10,정말 누구에게나 추천하고싶은 영화.. 순위야 올라가랏
10,내인생 최고의 영화
10,아 너무 아려와서 아무것도 할수가 없어..
10,6년만에 영화보고 눈시울을 적시네요.. 마음한구석에서 바라는 진정한 사랑이야기..
10,새벽에보구 저녁에 한번 더보구 앞으로도 가끔씩 챙겨 볼 영화
10,감히 말한다. 내 인생에 있어 최고의 영화라고...
10,ost하고 내용이 너무 잘 어울려요.. 그리고 너무 감동적이예요...굿
10,보고나니.. 가슴구석에 무언가를 빼앗긴 느낌..
10,진짜 잘 만들었네요. 감동도 있지만 내용이 훌륭했음~무자막으로 보느냐 꽤 고생한.
10,한동안 후유증이 심하겟습니다 ㅠ 가슴이 따뜻해지네요.
10,지금..다시보러 갑니다..
10,마음이 따듯해지는 영화입니다 눈물안나올수가 없습니다
10,정말 눈물나던 영화입니다.
8,뻔한내용의 영화인줄 알았더니 감동적인 영화.
10,마음 따뜻해지는 영화입니다.
10,very good~~~~
10,정말 좋아여~~~~~~~
9,잔잔하면서도 마음이 따뜻해지고 지금 만나러 갑니다의 의미를 아는순간 감동적이었다
10,이런 영화 잘 안좋아하는데 이건 진짜 감동..
10,일본영화는 원래 ... 감정하고 분위기로 이끄는맬로가 많아서 난좋음
10,한참을 울었습니다, 내가 미오라해도 후회없는 선택이었을겁니다.
10,더이상의 감동은 없다....무조건 10점!
10,감정이 없는 사람은 느낄수 없는 감동....도대체 전문가는 무슨 영화를 원하는거야?
10,자신의 미래를 알면서도..타쿠미와의 사랑을 택했던..감동감동..
10,제목의 의미를 안 순간 완전 전율.. 최곱니다
10,굿굿ㄱ수
10,지금과 같은 비오는 날에 최고인 영화였어요제가 봐왓던 일본 영화중 최고 엿어요^^
10,100번도 더보고싶다
10,저도 정말 재밌게 봤다는♡
8,평점이 9점이나 나올 영화는 아닌것 같은데.. 그래도 괜찮은 영화~ ^^
10,정말짱이예염!ㅋㅋㅋㅋㅋㅋ멋져용
1,말할수 없는 비밀에 이어 가장 어이없이 평점 높은 영화
10,나도 저런 사랑 해보고픕니다~
10,좋네요
7,그냥 유치한 판타지로맨스지??감동적이지만 이정도까지라고는??
10,책을 잘살린영화. 감동이 2베로 오네요
10,정말 최고의 작품입니다..
9,여지껏 본 일본영화 중 최고!
10,정말 최고!!&gtㅎ
10,정말 감동이
10,왜 한국은 저런 멜로드라마를 못만들까....
1,절대 이해 할수 없는 영화 --
1,무슨영화 이해하는데 두뇌쓰다 아이슈타인되겟네
10,지금,만나러갑니다..... 이대사 나왓을때 진짜 눈물이 ㅠㅠ
10,말로 어렵다...
10,조금만 다듬으면 최고일듯~
10,정말 감동적인 영화에요 국내에서는 제작될수 없는 일본영화만이 줄 수 있는 김동!!!
10,못보신분들은 꼭한번 보시기바랍니다 가족의 고마움과 사랑을 느낄수잇는영화...
10,몇번봐도 잔잔하고 감동적이네요 ..
10,잔잔한, 정말 감동적이고 공감되는 영화!
10,유코의 미소
10,최고의 영화
1,그저그런영화~
10,이거 . 정말 킹왕짱이야 . 드라마보고 소름끼친적은 처음이야
10,진짜 감동이었다.. 방금도 보는데 눈물이 ...
10,8번본영화
10,정말루 강추!!!한번쯤 시간 날때 보면은 짜~아~앙~~
10,너무감동적인영화대략17번쯤 봤습니다슬프지만은 않고 예쁘고 감동적인 영화~
5,전 별로던데ㅡㅡ 이거 왜이렇게 평점이높지? 그래서 짜게 줍니다.
10,정말..왤케 눈물이..
10,이것만큼 감동적인 영화가 아직까진 없더라고요 ^-^
10,감동ㅜ 3년이 지난 지금 봐지만 너무 슬프고 재밌었어요 ㅎㅎ
10,정말 최고입니다..
10,내생애 최고의 영화.
5,저는 이영화 그리 감동적이라고 생각하진않습니다;[어디까지나 내생각]
10,최고의영화..!
10,캐스팅을 매우 잘한것 같다. 내용도 산뜻하면서도 절절하고 설레여서 매우 좋았다.
10,언제 봐도 재미있고, 감동적이라서 좋네요 별 다섯개 ★★★★★
8,꼬마 너무 귀여워요. 굿굿
10,정말여주인공 이쁘곸 ㅋㅋ 재밋어 ㅋㅋ 감동이야 쵝오 ㅋ
10,마음을 따뜻하게해준 "내생의 가장아름다운 영화" 지금,만나러갑니다
10,최고의 영화... 배경이 너무 아름답네 ...ㅎㅎ
10,가슴이먹먹해지는영화...아..너무감동적이야..ㅠㅠ
10,역시 다시봐도 정말 재밋음... 강추!!! 올해는 장마가 안와서 너무슬픔 ㅜㅜ
10,영상미가 너무 좋아요 여주인공도좋고 적당한반전도있구
9,초중반은 좀 지루한면이 있었지만 후반에 예상외로 사랑에 설래임을 느꼈다.
